コード,年度,自己資本比率,売上高,営業利益,一株配当,配当性向,連続増配,減配なし
7865,20-Jan,83.8,3747531000.0,292771000,38,121.95,0.0,0.0
7867,20-Mar,51.6,165000000000.0,10683000000,30,67.65,2.0,6.0
7869,20-Sep,59.7,2845581000.0,47440000,50,21.97,0.0,0.0
7871,20-Mar,63.9,41265000000.0,1168000000,17.5,38.16,0.0,4.0
7872,20-Mar,40.3,32172000000.0,1370000000,27,46.13,0.0,0.0
7873,20-Mar,59.2,47866000000.0,1881000000,-,-,0.0,5.0
7874,20-Mar,46.1,48211000000.0,4129000000,17,25.92,3.0,9.0
7875,20-Mar,48.8,35651000000.0,502000000,16,33.86,0.0,0.0
7877,20-Mar,72.9,8097815000.0,248615000,65,60.18,3.0,3.0
7878,20-Jan,60.4,2733043000.0,103296000,45,17.02,1.0,9.0
7879,20-Nov,46.8,62284000000.0,2782000000,25,24.08,0.0,9.0
7883,20-Mar,51.9,16194033000.0,170588000,6,50.77,0.0,2.0
7885,20-Mar,80.8,22346257000.0,754376000,16,41.5,0.0,10.0
7886,20-Mar,20.5,15859657000.0,228654000,-,-,0.0,0.0
7887,20-Mar,83.7,19731674000.0,1724154000,120,13.09,2.0,4.0
7888,20-May,37.8,50716000000.0,694000000,9,-,2.0,9.0
7891,20-Mar,66.1,10210315000.0,223337000,-,36.1,0.0,0.0
7893,20-Mar,67.9,24446337000.0,2600158000,30,44.02,4.0,4.0
7895,20-Mar,19.3,48034000000.0,1107000000,-,-,0.0,0.0
7896,20-Mar,59.7,14642000000.0,398000000,21.67,26.72,0.0,9.0
7897,20-Mar,40.8,10539132000.0,222105000,2,45.97,0.0,0.0
7898,20-Mar,44.2,63566000000.0,1941000000,37.5,42.1,0.0,9.0
7899,20-Apr,85.3,2491635000.0,48625000,10,579.32,0.0,7.0
7901,20-Apr,73.3,2818992000.0,-28488000,100,476.41,0.0,9.0
7902,20-Mar,89.6,2042537000.0,200292000,10,24.64,0.0,7.0
7905,20-Mar,32.7,202000000000.0,8384000000,70,34.39,0.0,9.0
7906,20-Mar,71.6,61967107000.0,2421392000,5,26.51,0.0,9.0
7908,20-Mar,78.2,12019000000.0,-77000000,5,-,0.0,2.0
7911,20-Mar,55.2,1490000000000.0,66413000000,60,15.17,0.0,8.0
7912,20-Mar,53.2,1400000000000.0,56274000000,64,27.74,0.0,9.0
7914,20-Mar,47.9,101000000000.0,1569000000,100,57.72,0.0,9.0
7916,20-Mar,60.6,18127867000.0,-152615000,50,-,0.0,4.0
7917,20-Mar,61.4,114000000000.0,8856000000,70,24.29,0.0,9.0
7919,20-Mar,29.5,14804947000.0,36854000,2,-,0.0,0.0
7921,20-May,60.8,19116787000.0,2247267000,54,37.4,0.0,4.0
7922,20-Mar,69.1,10624392000.0,-24379000,5,-,0.0,8.0
7923,20-Mar,50.1,11819494000.0,23727000,12.5,116.17,0.0,3.0
7925,20-Mar,82.9,22296000000.0,929000000,35,72.9,1.0,9.0
7927,20-Mar,52.5,20831229000.0,1081640000,17.5,18.36,0.0,0.0
7928,20-Aug,74.2,7665678000.0,94232000,6,60.81,3.0,3.0
7931,20-Mar,75.6,37573000000.0,4211000000,40,33.14,0.0,4.0
7932,20-Mar,41.4,42410000000.0,1856000000,50,11.25,0.0,0.0
7937,20-Mar,97.9,18703000000.0,775000000,30,74.6,0.0,5.0
7938,20-Mar,49.6,29152000000.0,-727000000,20,-,0.0,9.0
7939,20-Mar,40,6013290000.0,248926000,10,22.44,0.0,1.0
7940,20-Mar,41.3,29251432000.0,1622660000,30,25.08,0.0,2.0
7942,20-Mar,63.4,113000000000.0,5083000000,50,40.96,0.0,10.0
7943,20-Mar,66.7,124000000000.0,13098000000,60,19.87,1.0,1.0
7945,20-Mar,69.1,32485000000.0,1715000000,51,65.4,7.0,9.0
7946,20-Mar,57.5,4302024000.0,-13616000,-,61.62,1.0,9.0
7947,20-Mar,49,186000000000.0,15507000000,40.5,31.07,0.0,5.0
7949,20-Mar,82.4,37487000000.0,3745000000,85,29.34,3.0,9.0
7951,20-Mar,68.6,414000000000.0,43333000000,66,32.56,6.0,8.0
7952,20-Mar,49.5,71302000000.0,2960000000,55,30.55,1.0,4.0
7953,20-Mar,54.3,21622260000.0,328440000,17,137.24,0.0,9.0
7955,20-Mar,63.5,108000000000.0,2499000000,20,50.31,0.0,4.0
7958,20-Mar,78.4,85762259000.0,3065268000,80,96.62,2.0,9.0
7959,20-Oct,69.9,26909332000.0,1960010000,45,40.94,6.0,6.0
7961,20-Mar,72.4,12987000000.0,917000000,50,29.78,0.0,10.0
7962,20-Jun,77.7,33455274000.0,1232597000,17,36.79,0.0,0.0
7965,20-Nov,74.5,74947000000.0,5440000000,26,44.56,0.0,0.0
7966,20-Mar,68.7,241000000000.0,15440000000,78,58.56,0.0,7.0
7970,20-Mar,80,80254000000.0,7756000000,18,20.66,2.0,8.0
7971,20-Mar,46.1,94701000000.0,2382000000,13,38.9,0.0,9.0
7974,20-Mar,79.7,1310000000000.0,3.52E+11,1090,41.91,4.0,4.0
7975,20-Feb,71.2,9816166000.0,493108000,50,30.18,1.0,9.0
7979,20-Mar,79.7,26108000000.0,2210000000,26,56.39,1.0,5.0
7980,20-Mar,40,11597014000.0,307414000,10,26.74,0.0,2.0
7981,20-Mar,65,202000000000.0,12631000000,34,27.91,3.0,6.0
7983,20-Oct,78.5,13635747000.0,562118000,50,34.05,2.0,8.0
7985,20-Mar,34.6,8234370000.0,253457000,30,18.97,0.0,10.0
7987,20-Mar,43.2,65309000000.0,2346000000,22,36.26,1.0,1.0
7988,20-Mar,54.8,288000000000.0,29737000000,62,34.97,0.0,9.0
7989,20-Dec,69.2,39980000000.0,4535000000,29,18.79,2.0,9.0
7990,20-Mar,29.3,88258000000.0,3613000000,65,61.35,8.0,8.0
7991,20-Mar,55.7,14281881000.0,439751000,50,65.08,0.0,9.0
7994,20-Mar,56.8,253000000000.0,13391000000,32,33.59,3.0,3.0
7995,20-Mar,69.3,48212000000.0,4214000000,100,60.28,5.0,9.0
7997,20-Nov,35.3,8217000000.0,-243000000,-,-,0.0,0.0
7999,20-Mar,75.9,16124000000.0,-597000000,35,-,0.0,2.0
8001,20-Mar,27.4,11000000000000.0,3.99E+11,85,26.64,5.0,7.0
8002,20-Mar,24,6830000000000.0,1.34E+11,35,-,4.0,4.0
8005,20-Mar,49.6,72634000000.0,2145000000,10,49.08,0.0,8.0
8006,20-Mar,56.4,110000000000.0,971000000,100,66.42,0.0,9.0
8007,20-Mar,37.5,88799000000.0,1713000000,80,29.18,0.0,9.0
8008,20-Feb,73.5,44970000000.0,3975000000,80,70.59,9.0,10.0
8011,20-Feb,62,68868000000.0,-2875000000,23,-,0.0,0.0
8012,20-Mar,49.9,800000000000.0,19167000000,44,37.67,9.0,9.0
8014,20-Mar,50,329000000000.0,8219000000,63,26.16,6.0,6.0
8015,20-Mar,26.3,6690000000000.0,2.10E+11,110,28.57,10.0,10.0
8016,20-Feb,38.3,248000000000.0,-3061000000,24,-,0.0,9.0
8018,20-Mar,71.8,23356000000.0,96000000,20,29.5,1.0,7.0
8020,20-Mar,23.7,722000000000.0,28352000000,60,37.6,0.0,10.0
8022,20-Mar,64.1,170000000000.0,6263000000,50,27.96,0.0,10.0
8023,20-Mar,33,41217053000.0,2079949000,10,4.2,3.0,9.0
8025,20-Mar,42.2,17797353000.0,200532000,40,27.04,0.0,9.0
8028,20-Feb,29.7,207000000000.0,19377000000,40,63.08,2.0,10.0
8030,20-Mar,31.9,194000000000.0,1095000000,60,34.99,0.0,1.0
8031,20-Mar,32.3,6890000000000.0,-,80,35.52,0.0,3.0
8032,20-Mar,23.5,535000000000.0,10924000000,110,30.54,1.0,9.0
8035,20-Mar,64.1,1130000000000.0,2.37E+11,588,51.57,0.0,0.0
8036,20-Mar,63,695000000000.0,60341000000,55,36.08,0.0,0.0
8037,20-Mar,43.8,454000000000.0,10399000000,30,14.92,4.0,5.0
8038,20-Mar,58.1,118000000000.0,1344000000,65,18.47,0.0,7.0
8039,20-Mar,33.9,71658000000.0,-690000000,30,-,0.0,0.0
8041,20-Mar,29.8,320000000000.0,1439000000,60,27.94,0.0,0.0
8043,20-Mar,41.5,351000000000.0,4229000000,110,67.01,0.0,9.0
8044,20-Mar,42.3,102000000000.0,45000000,30,-,0.0,9.0
8045,20-Mar,72.5,46812542000.0,-47607000,12,102.58,0.0,7.0
8046,20-Mar,62.3,34391000000.0,1433000000,90,29.17,0.0,2.0
8050,20-Mar,34.4,239000000000.0,6134000000,75,91.34,0.0,7.0
8051,20-Mar,41.3,472000000000.0,12091000000,30,24.55,2.0,9.0
8052,20-Mar,37.1,105000000000.0,5293000000,130,25.11,0.0,0.0
8053,20-Mar,31.3,5300000000000.0,-,80,60.5,3.0,7.0
8056,20-Mar,56,312000000000.0,26139000000,70,34.49,7.0,7.0
8057,20-Jul,34.6,200000000000.0,7242000000,120,25.21,1.0,9.0
8058,20-Mar,29,14800000000000.0,-,132,36.93,4.0,4.0
8059,20-Mar,43.4,161000000000.0,6998000000,130,24.08,4.0,4.0
8060,20-Dec,68.2,545000000000.0,31317000000,60,29.47,0.0,9.0
8061,20-Mar,27.2,141000000000.0,2809000000,45,-,0.0,1.0
8065,20-Mar,38.6,206000000000.0,3276000000,43,33.85,0.0,10.0
8066,20-Mar,56.3,413000000000.0,18890000000,110,19.03,3.0,9.0
8068,20-Jan,79.4,109000000000.0,2154000000,80,131.85,1.0,10.0
8070,20-Mar,35.2,98604000000.0,2696000000,24,26.72,2.0,9.0
8072,20-Mar,26.4,8852015000.0,152242000,30,19.26,0.0,2.0
8074,20-Mar,34,491000000000.0,11871000000,150,37.27,2.0,2.0
8075,20-Mar,18.4,936000000000.0,4829000000,90,59.79,0.0,9.0
8077,20-Oct,43.7,18950541000.0,-57641000,6,-,0.0,9.0
8078,20-Mar,20.5,1910000000000.0,27330000000,100,-,5.0,9.0
8079,20-Oct,52.7,101000000000.0,4197479000,48,28.37,0.0,9.0
8081,20-Mar,55.2,127000000000.0,3688000000,42,35.45,1.0,9.0
8084,20-Mar,52.5,230000000000.0,5559000000,56,31.48,0.0,3.0
8085,20-Mar,34.8,98697000000.0,2359000000,60,18.32,4.0,9.0
8086,20-Mar,17.9,443000000000.0,26420000000,13.5,-,0.0,0.0
8087,20-Mar,63,105000000000.0,3973712000,58.5,31.03,0.0,0.0
8088,20-Mar,38.8,687000000000.0,28728000000,95,15.25,2.0,8.0
8091,20-Mar,24.8,118000000000.0,1910000000,100,14.46,0.0,8.0
8093,20-Mar,46.2,60387000000.0,877000000,60,158.37,6.0,7.0
8095,20-Nov,39.9,65341000000.0,2035000000,16,23.84,2.0,4.0
8096,20-Mar,73.6,71961712000.0,10933816000,135,52.26,9.0,10.0
8097,20-Mar,52.5,668000000000.0,10971000000,28,11.95,0.0,6.0
8098,20-Mar,45.2,600000000000.0,13229000000,53,25.48,1.0,7.0
8101,20-Mar,32.8,116000000000.0,1191000000,45,25,3.0,9.0
8103,20-Mar,46.8,137000000000.0,1483000000,56,107.84,0.0,9.0
8104,20-Mar,30.7,92390000000.0,1181000000,6,10.66,0.0,9.0
8105,20-Mar,79.8,5547476000.0,-207153000,-,-,0.0,0.0
8107,20-Mar,27.4,4916770000.0,-457375000,-,-,0.0,9.0
8108,20-Mar,30,522000000000.0,4504000000,25,18.7,0.0,8.0
8111,20-Mar,56.8,97899000000.0,17480000000,60,21.56,0.0,9.0
8114,20-Mar,66.5,125000000000.0,379000000,-,-,1.0,9.0
8115,20-Mar,60.3,9503917000.0,-1457913000,30,-,0.0,4.0
8117,20-Mar,81.4,25943003000.0,5022795000,56,26.22,4.0,9.0
8118,20-Mar,86.9,10630000000.0,1027000000,14,52,0.0,0.0
8119,20-Mar,51,41217555000.0,1315506000,110,195.91,0.0,9.0
8123,20-Mar,51.8,14859706000.0,-104458000,30,-,0.0,1.0
8125,20-Feb,68.7,82275000000.0,5889000000,33,43.25,0.0,9.0
8127,20-Aug,75.5,14252386000.0,-923925000,12,-,0.0,0.0
8129,20-Mar,34.4,1260000000000.0,17590000000,40,14.95,0.0,9.0
8130,20-Mar,56.8,161000000000.0,9268000000,57.5,243.16,5.0,5.0
8131,20-Mar,62.1,240000000000.0,7214000000,23,35.14,1.0,9.0
8132,20-Mar,53.1,237000000000.0,2454000000,75,27.27,0.0,1.0
8133,20-Mar,33.1,897000000000.0,19257000000,44,40.3,7.0,8.0
8135,20-Mar,44.4,41854000000.0,334974000,3,46.83,3.0,8.0
8136,20-Mar,51.5,55261000000.0,2106000000,35,1332.46,0.0,0.0
8137,20-Mar,44.2,138000000000.0,1846000000,34,40.64,0.0,10.0
8138,20-Mar,60,24356415000.0,59103000,85,1550.21,0.0,4.0
8139,20-Mar,51,20690532000.0,107175000,5,-,0.0,2.0
8140,20-Mar,61.7,227000000000.0,3108000000,80,245.43,0.0,7.0
8141,20-Mar,68,102000000000.0,1611000000,27.5,89.97,0.0,0.0
8142,20-Jan,26.2,231000000000.0,1433000000,50,113.29,0.0,10.0
8143,20-Feb,56.1,8654656000.0,-1372998000,-,-,0.0,0.0
8144,20-Mar,71.1,51579000000.0,116000000,40,59.37,0.0,0.0
8147,20-Mar,53.4,24305981000.0,974223000,23,26.04,2.0,2.0
8150,20-Mar,57,123000000000.0,1958000000,70,93.18,2.0,2.0
8151,20-Sep,87.1,23104580000.0,1250053000,38,59.58,2.0,2.0
8152,20-Mar,62.2,21098791000.0,269983000,50,55.18,0.0,4.0
8153,20-Mar,69.8,68985000000.0,1060000000,28,239.45,0.0,9.0
8154,20-Mar,37.7,444000000000.0,10014000000,70,35.17,6.0,9.0
8155,20-May,62.6,92075000000.0,5930000000,32,25.68,2.0,9.0
8157,20-Mar,38.4,125000000000.0,4457000000,55,22.47,4.0,4.0
8158,20-Mar,40,99749000000.0,1030000000,14,41.55,0.0,9.0
8159,20-Mar,61.7,171000000000.0,6038000000,48,27.59,5.0,5.0
8160,20-Mar,76.5,43924000000.0,1426000000,30,151.48,0.0,9.0
8163,20-Mar,38.2,44643000000.0,186514000,-,-,1.0,7.0
8166,20-Feb,39.1,22380948000.0,-431862000,-,-,0.0,1.0
8167,20-Feb,62.7,226000000000.0,4466428000,20,42.47,2.0,9.0
8168,20-Feb,52.5,108000000000.0,524000000,12.5,65.65,0.0,9.0
8173,20-Mar,45.2,416000000000.0,8979000000,50,24.84,0.0,10.0
8174,20-Mar,51.6,132000000000.0,11519000000,70,43.89,0.0,10.0
8181,20-Feb,78.7,6777910000.0,-52164000,-,-,0.0,0.0
8182,20-Mar,52.6,245000000000.0,2329000000,15,101.61,0.0,10.0
8184,20-Aug,76.5,154000000000.0,9598000000,50,58.89,0.0,9.0
8185,20-Feb,60.8,114000000000.0,-1231000000,74,-,2.0,2.0
8186,20-Apr,63.3,34855577000.0,-7611277000,-,-,,
8194,20-Feb,31,715000000000.0,13879000000,40,20.96,0.0,9.0
8198,20-Feb,58.8,272000000000.0,7150000000,47,28.5,0.0,9.0
8200,20-Feb,54.7,45898736000.0,1554275000,10,-,0.0,0.0
8203,20-Feb,29.5,122000000000.0,2450000000,14,47.69,0.0,0.0
8207,20-Mar,52.9,14567080000.0,-307553000,-,-,0.0,9.0
8208,20-Mar,23.8,37036000000.0,274000000,15,-,0.0,8.0
8209,20-Mar,-35,6749672000.0,-541650000,-,-,0.0,9.0
8214,20-Mar,60.5,180000000000.0,6649000000,46,1037.36,8.0,9.0
8215,20-Mar,59.6,5154013000.0,-28067000,-,-,0.0,9.0
8217,20-Feb,54.9,255000000000.0,3448000000,26,80.41,0.0,10.0
8218,20-Mar,55,349000000000.0,18469000000,42,17.39,4.0,10.0
8219,20-Mar,52.1,218000000000.0,818000000,50,-,0.0,0.0
8225,20-Mar,47.3,9091970000.0,51745000,15,39.37,3.0,5.0
8226,20-Mar,55.7,10275701000.0,54564000,3,108.14,1.0,1.0
8227,20-Feb,89.7,522000000000.0,22985000000,200,50.4,0.0,1.0
8230,20-Mar,52.7,17917920000.0,-957670000,3.75,-,0.0,4.0
8233,20-Feb,37.2,919000000000.0,25582000000,24,25.86,0.0,10.0
8237,20-Feb,36.1,89859000000.0,963000000,8,40.19,1.0,10.0
8242,20-Mar,41.5,897000000000.0,11171000000,40,-,0.0,4.0
8244,20-Feb,29.8,283000000000.0,4529000000,20,25.02,1.0,9.0
8247,20-Feb,13.4,43667437000.0,402182000,-,-,0.0,0.0
8249,20-Mar,71.6,78954000000.0,2219000000,28,34.01,0.0,10.0
8252,20-Mar,32.7,248000000000.0,41944000000,50,46.19,7.0,9.0
8253,20-Mar,14.4,311000000000.0,-,45,32.16,1.0,9.0
8254,20-Feb,10.8,18431096000.0,-18824000,-,-,0.0,10.0
8255,20-Mar,59.4,241000000000.0,9467000000,72,26.83,0.0,9.0
8256,20-Mar,27.6,5770914000.0,-405173000,-,-,0.0,1.0
8257,20-Feb,18.4,20323000000.0,313750000,-,-,0.0,10.0
8260,20-Feb,16.1,66145000000.0,1302000000,-,-,,
8267,20-Feb,9.6,8600000000000.0,2.16E+11,36,109.78,1.0,9.0
8273,20-Feb,43.7,744000000000.0,31888000000,80,28.73,0.0,10.0
8275,20-Mar,37.2,49731000000.0,3229011000,26,58.81,7.0,9.0
8276,20-Feb,53.2,434000000000.0,10463000000,35,30.08,0.0,1.0
8278,20-Feb,51.3,296000000000.0,6496000000,20,14.6,0.0,10.0
8279,20-Mar,42.5,442000000000.0,19882000000,65,19.7,8.0,8.0
8281,20-Mar,63.8,225000000000.0,5247000000,32.5,379.17,0.0,9.0
8282,20-Mar,64.6,708000000000.0,32989000000,30,31.55,0.0,0.0
8283,20-Mar,52.1,1050000000000.0,24708000000,70,17.25,8.0,8.0
8285,20-Mar,47.8,77595000000.0,2534000000,9,33.66,1.0,10.0
8287,20-Feb,37.4,534000000000.0,2742000000,38,-,0.0,9.0
8289,20-Feb,35.6,93983000000.0,673000000,15,102.38,0.0,7.0
8291,20-Mar,47.8,153000000000.0,4350000000,4,23.69,0.0,5.0
8298,20-Mar,56.8,13361135000.0,573483000,10,14.8,1.0,9.0
8303,20-Mar,8.8,400000000000.0,-,10,5.38,0.0,9.0
8304,20-Mar,8.1,184000000000.0,-,156,62.6,0.0,0.0
8306,20-Mar,4.8,7300000000000.0,-,25,57.66,2.0,6.0
8308,20-Mar,3.4,881000000000.0,-,21,31.86,3.0,9.0
8309,20-Mar,4.5,1540000000000.0,-,150,34.67,1.0,9.0
8316,20-Mar,4.9,4590000000000.0,-,190,36.35,2.0,7.0
8331,20-Mar,6,243000000000.0,-,18,25.05,2.0,10.0
8334,20-Mar,5.8,143000000000.0,-,13,24.7,0.0,6.0
8336,20-Mar,5,67852000000.0,-,80,33.25,0.0,3.0
8337,20-Mar,5.7,50391000000.0,-,3,23.38,0.0,5.0
8338,20-Mar,4.4,37819000000.0,-,5,33.69,0.0,9.0
8341,20-Mar,5.1,117000000000.0,-,50,20.4,1.0,8.0
8342,20-Mar,3.4,43003000000.0,-,55,83.2,0.0,4.0
8343,20-Mar,5.4,46388000000.0,-,80,43.03,0.0,8.0
8344,20-Mar,5.6,44041000000.0,-,30,41.86,0.0,9.0
8345,20-Mar,5.3,45244000000.0,-,70,33.14,0.0,5.0
8346,20-Mar,3.2,63449000000.0,-,6,73.93,0.0,2.0
8349,20-Mar,4.4,13738000000.0,-,50,42.66,0.0,9.0
8350,20-Mar,3.7,37646000000.0,-,20,-,0.0,0.0
8354,20-Mar,3.4,283000000000.0,-,85,14.34,2.0,9.0
8355,20-Mar,7.9,229000000000.0,-,22,32.9,0.0,10.0
8356,20-Mar,5.4,107000000000.0,-,80,20.33,0.0,0.0
8358,20-Mar,7.3,118000000000.0,-,5,4.57,0.0,0.0
8359,20-Mar,7.1,165000000000.0,-,14,31.38,0.0,2.0
8360,20-Mar,5.6,44878000000.0,-,35,30.15,0.0,1.0
8361,20-Mar,4.8,115000000000.0,-,70,53.18,0.0,3.0
8362,20-Mar,4.2,40729000000.0,-,50,56.26,0.0,3.0
8363,20-Mar,4.6,74740000000.0,-,70,29.85,0.0,0.0
8364,20-Mar,5.1,28974000000.0,-,55,-,1.0,9.0
8365,20-Mar,5.9,11921000000.0,-,50,37.38,0.0,9.0
8366,20-Mar,6,88871000000.0,-,40,16.48,2.0,3.0
8367,20-Mar,4.5,81066000000.0,-,80,82.04,1.0,9.0
8368,20-Mar,5.2,91365000000.0,-,9,19.99,1.0,9.0
8369,20-Mar,8.3,114000000000.0,-,60,37.05,0.0,0.0
8370,20-Mar,4.6,86759000000.0,-,35,17.58,0.0,7.0
8377,20-Mar,4.3,182000000000.0,-,40,36.45,0.0,1.0
8379,20-Mar,5.1,127000000000.0,-,22.5,24.45,1.0,1.0
8381,20-Mar,6.3,90352000000.0,-,20,38.88,0.0,9.0
8382,20-Mar,6.3,127000000000.0,-,22,36.32,1.0,9.0
8383,20-Mar,4.7,13666000000.0,-,50,57.3,0.0,9.0
8385,20-Mar,8.3,127000000000.0,-,14,23.44,0.0,10.0
8386,20-Mar,5,76728000000.0,-,80,32.57,1.0,9.0
8387,20-Mar,4.6,42970000000.0,-,30,41.25,1.0,9.0
8388,20-Mar,7.5,67374000000.0,-,45,17.33,0.0,2.0
8392,20-Mar,5.6,60805000000.0,-,80,24.76,0.0,6.0
8393,20-Mar,4.5,56838000000.0,-,100,25.39,1.0,9.0
8395,20-Mar,4.5,41400000000.0,-,70,48.01,0.0,9.0
8397,20-Mar,6.8,52198000000.0,-,70,30.21,0.0,2.0
8399,20-Mar,5.3,62735000000.0,-,35,30.32,0.0,0.0
8410,20-Mar,20.4,149000000000.0,-,11,52.13,0.0,7.0
8411,20-Mar,4,3990000000000.0,-,75,42.45,0.0,6.0
8416,20-Mar,5.9,22985000000.0,-,25,32.42,0.0,0.0
8418,20-Mar,5.9,175000000000.0,-,24,23.11,8.0,9.0
8421,20-Mar,3.7,302000000000.0,-,6500,48.73,0.0,3.0
8424,20-Mar,10,712000000000.0,41423000000,205,24.18,10.0,10.0
8425,20-Mar,7.9,539000000000.0,26275000000,82,22.38,9.0,9.0
8439,20-Mar,9.9,1170000000000.0,88346000000,136,24.39,9.0,9.0
8462,20-Mar,85.3,454000000.0,-102000000,-,-,0.0,6.0
8473,20-Mar,8.2,368000000000.0,-,100,60.98,0.0,8.0
8511,20-Mar,1.3,29101000000.0,4129000000,22,57.65,0.0,1.0
8515,20-Mar,14.6,127000000000.0,1679000000,-,-,0.0,4.0
8518,20-Mar,25.3,3950000000.0,716000000,-,-,0.0,9.0
8521,20-Mar,4.4,22852000000.0,-,55,38.17,0.0,9.0
8522,20-Mar,5.7,67043000000.0,-,70,28.45,0.0,9.0
8524,20-Mar,4,138000000000.0,-,10,51.94,0.0,0.0
8527,20-Mar,6.3,52895000000.0,-,100,38.7,1.0,7.0
8530,20-Mar,5,30924000000.0,-,40,37.48,0.0,2.0
8537,20-Mar,4.7,22950000000.0,-,50,41.33,0.0,7.0
8541,20-Mar,4.7,47821000000.0,-,30,20.78,0.0,0.0
8542,20-Mar,4,22692000000.0,-,50,54.63,0.0,9.0
8544,20-Mar,5.5,68081000000.0,-,20,51.89,0.0,5.0
8550,20-Mar,5.3,42461000000.0,-,5,31.45,0.0,0.0
8551,20-Mar,4.9,21694000000.0,-,60,39.43,0.0,8.0
8558,20-Mar,5.6,38729000000.0,-,40,57.63,0.0,1.0
8562,20-Mar,3.6,13475000000.0,-,2,11.25,1.0,1.0
8563,20-Mar,4.8,12452000000.0,-,30,35.78,0.0,8.0
8566,20-Mar,15.8,332000000000.0,17018000000,90,22.28,10.0,10.0
8570,20-Feb,6.8,457000000000.0,65070000000,68,42.97,0.0,9.0
8572,20-Mar,32.4,280000000000.0,75636000000,4,7.88,1.0,1.0
8584,20-Mar,3.7,159000000000.0,16506000000,95,27.37,0.0,9.0
8585,20-Mar,4.5,243000000000.0,24439000000,3,23.6,1.0,10.0
8586,20-Mar,10.2,464000000000.0,-,150,35.02,0.0,0.0
8589,20-Mar,4.3,78895000000.0,4623000000,-,0,0.0,6.0
8591,20-Mar,22.9,2280000000000.0,2.70E+11,76,34.3,9.0,9.0
8593,20-Mar,12.4,924000000000.0,91853000000,25,33.36,9.0,9.0
8595,20-Mar,84.8,29855000000.0,14970000000,118,29.26,3.0,9.0
8596,20-Mar,20.5,25189000000.0,3427000000,15,13.97,0.0,9.0
8600,20-Mar,5.4,71033000000.0,-,8,15.93,0.0,8.0
8601,20-Mar,5.1,672000000000.0,54288000000,20,51.64,0.0,0.0
8604,20-Mar,6,1950000000000.0,-,20,26.92,1.0,1.0
8609,20-Mar,35.4,65038000000.0,2072000000,10,81.47,0.0,0.0
8613,20-Mar,50.5,16493000000.0,1015000000,16,167.93,0.0,0.0
8614,20-Mar,49,9697000000.0,-1747000000,2,-,0.0,0.0
8616,20-Mar,14.1,61694000000.0,-823000000,8,73.33,0.0,0.0
8617,20-Mar,78.1,638000000.0,-319000000,7,-,0.0,0.0
8622,20-Mar,60,11946000000.0,7000000,8,51.58,1.0,1.0
8624,20-Mar,65.9,18846000000.0,-545000000,32,-,0.0,0.0
8628,20-Mar,11.3,24150000000.0,8909000000,45,366.23,0.0,0.0
8630,20-Mar,13.3,3760000000000.0,-,150,42.14,5.0,6.0
8692,20-Mar,60,20359000000.0,1221000000,10,23.55,0.0,3.0
8697,20-Mar,0.4,124000000000.0,68533000000,54,75.48,0.0,0.0
8698,20-Mar,7.5,53226000000.0,-,5.9,46.7,1.0,1.0
8699,20-Mar,12.6,61028000000.0,10901000000,12,6.59,0.0,10.0
8700,20-Mar,77.6,2421000000.0,81855000,30,122.43,0.0,0.0
8704,20-Mar,10.6,6677000000.0,2542446000,-,-,0.0,0.0
8705,20-Mar,10.7,2855322000.0,-223484000,-,35.94,1.0,1.0
8706,20-Mar,62.4,3670000000.0,-1191000000,30,-,0.0,0.0
8707,20-Mar,30.5,18948000000.0,3817000000,75,65.22,0.0,4.0
8708,20-Mar,58.9,14188000000.0,252000000,22,118.94,0.0,1.0
8709,20-Mar,10,4829000000.0,354000000,37,84.44,1.0,1.0
8713,20-Mar,4.1,50864000000.0,-,6,89.23,0.0,6.0
8714,20-Mar,4.2,88221000000.0,-,7.5,99.11,1.0,9.0
8715,20-Mar,50.9,41465000000.0,-,1.25,6.62,0.0,8.0
8725,20-Mar,10.6,5170000000000.0,-,150,58.69,6.0,9.0
8729,20-Mar,4.6,1780000000000.0,-,70,37.11,2.0,9.0
8732,20-Mar,14.9,5872000000.0,622000000,5,84.74,0.0,0.0
8737,20-Mar,22.8,34423480000.0,1594188000,20,38.95,0.0,0.0
8739,20-Mar,58.6,12476000000.0,4479000000,9,88.79,0.0,0.0
8740,20-Mar,26.6,2159074000.0,-113290000,3,-,0.0,1.0
8742,20-Mar,51.2,3667657000.0,-232368000,2.5,-,0.0,8.0
8746,20-Mar,30,4626312000.0,1106431000,5,10.44,0.0,2.0
8747,20-Mar,16.1,7041220000.0,1498457000,45,20.41,2.0,2.0
8750,20-Mar,6.3,7110000000000.0,-,62,204.86,6.0,8.0
8766,20-Mar,13.4,5470000000000.0,-,225,59.62,7.0,9.0
8769,20-Mar,60.3,5263372000.0,952977000,11,26.49,4.0,9.0
8771,20-Mar,70.3,5956734000.0,2718802000,14,24.01,9.0,9.0
8772,20-Mar,49.1,5822202000.0,4048651000,15,18.87,0.0,10.0
8793,20-Mar,9.3,221000000000.0,8292000000,60,25.23,3.0,10.0
8795,20-Mar,6.8,2200000000000.0,-,44,39.81,4.0,9.0
8798,20-Sep,54.4,10510699000.0,1184063000,50,76.84,0.0,9.0
8801,20-Mar,32.6,1910000000000.0,2.81E+11,44,24.49,5.0,9.0
8802,20-Mar,29.6,1300000000000.0,2.41E+11,33,29.71,5.0,9.0
