コード,年度,自己資本比率,売上高,営業利益,一株配当,配当性向,連続増配,減配なし
2871,20-Mar,47.3,5.85E+11,31035000000,42,25.14,4,9
2872,20-Feb,42,3733556000,-72949000,30,-,1,1
2874,20-Sep,43.2,1.15E+11,3412000000,23,57.95,0,9
2875,20-Mar,76.2,4.16E+11,28348000000,80,34.95,1,9
2876,20-Mar,46.7,17819604000,918773000,12,21.32,1,9
2877,20-Mar,35.6,54261974000,1336369000,12,40.08,0,9
2882,20-Mar,39.2,30361876000,810235000,10,26.07,0,4
2883,20-Mar,72.9,26864859000,1185364000,55,40.59,0,7
2884,20-Feb,14.4,29875734000,808338000,-,-,0,5
2892,20-Mar,54.2,45265000000,11000000,25,51.26,0,1
2894,20-Mar,48.2,9556122000,-126182000,3,-,0,8
2897,20-Mar,56.9,4.69E+11,41252000000,110,39.08,0,10
2899,20-Mar,36,1.05E+11,3422000000,31,48.22,0,9
2903,20-Mar,42.2,52488000000,1258000000,17,18.66,2,10
2904,20-Jun,50.7,36047064000,1888405000,8,51.31,0,3
2905,20-Mar,26.9,9304982000,-52155000,-,-,0,8
2907,20-Mar,52.5,44751641000,732709000,15,20.69,0,2
2908,20-Mar,84.3,66171000000,4489000000,40,36.81,4,9
2910,20-Apr,83.4,47667000000,475000000,32,440.41,0,6
2911,20-Mar,70.2,8837154000,313512000,30,20.88,1,5
2915,20-Mar,53.5,74480000000,2900000000,31,24,0,0
2916,20-Mar,44.7,20742514000,1056946000,15,29.48,2,9
2917,20-Sep,80,18060775000,342746000,15,41.39,0,4
2918,20-Feb,51.5,2.14E+11,2721000000,40,69.7,0,9
2922,20-Mar,54.1,47974220000,1550305000,20,22.76,0,10
2923,20-Apr,41.3,44888211000,953118000,40,14.64,0,2
2924,20-Mar,57.7,14312000000,928000000,20,24.1,2,2
2925,20-Feb,53.2,41417000000,1871000000,30,13.88,6,7
2926,20-Sep,76.1,2881698000,35954000,-,0.17,1,1
2927,20-Aug,56.4,15819281000,1093679000,20,51.96,2,2
2930,20-Feb,73.7,10093343000,2915329000,4.3,28.85,6,6
2975,20-Nov,25.6,39568000000,3281000000,32,33.74,0,0
2981,20-Mar,54.9,8086485000,1002606000,50,5.53,0,0
3002,20-Mar,64.6,1.4E+11,6746000000,115,45.48,2,2
3003,20-Dec,24,3.4E+11,1.01E+11,36,37.01,7,7
3010,20-Mar,16.3,5451516000,-181308000,-,-,0,0
3011,20-Mar,28.1,3953634000,-40881000,2,-,0,1
3020,20-Mar,45.2,32214000000,1982000000,70,12.39,1,1
3021,20-May,41.6,4566841000,413898000,22,37.54,2,9
3023,20-Mar,54.9,29264000000,1974000000,38,25.68,3,9
3024,20-Mar,27.8,31997536000,226457000,10,32.2,1,1
3028,20-Jun,56.3,2.18E+11,4133000000,40,9523.53,0,9
3030,20-Feb,71.7,12052970000,710750000,7,33.5,0,0
3031,20-Apr,29.3,3477670000,706086000,6.5,24.69,2,9
3034,20-Mar,39.4,1.65E+11,7733000000,28,26.43,0,1
3035,20-Aug,37,16658304000,317552000,11,26.95,1,1
3036,20-Mar,30.1,2.32E+11,5176000000,42,28.73,2,9
3038,20-Oct,39,3.41E+11,23851000000,15,14.29,0,0
3040,20-Dec,43.8,16457000000,1866000000,12,12.74,0,9
3041,20-Jun,14.6,5344082000,-158425000,-,-,0,0
3042,20-Mar,67.7,1190042000,77519000,-,0,0,6
3045,20-Aug,67.1,1574948000,297645000,25,26.27,0,2
3046,20-Aug,33.3,60258000000,5617000000,25,71.01,5,5
3048,20-Aug,29,8.48E+11,12066000000,13,64.55,0,9
3050,20-Feb,46.1,4.37E+11,20832000000,28,27.35,4,9
3059,20-Mar,39.6,15932164000,436104000,20,30.11,0,2
3063,20-Feb,20.5,14210706000,91219000,3,-,0,4
3064,20-Dec,57.5,1.57E+11,19607000000,18,28.86,7,9
3065,20-Feb,57.5,13227348000,89345000,10,416.23,0,2
3067,20-Sep,30,3975098000,-521128000,-,-,0,7
3068,20-Mar,14.8,29876949000,406694000,-,-,1,6
3069,20-Mar,20.5,80871361000,515798000,4,9.93,0,1
3070,20-Jan,16,4803540000,-266603000,-,-,0,2
3071,20-Jan,32,23409062000,162154000,-,-,0,0
3073,20-Feb,18.2,57369899000,2846269000,9,14.33,0,0
3075,20-May,74.5,18076000000,71656000,-,-,0,9
3076,20-Jun,81.1,43179000000,7596000000,45,43.05,3,9
3077,20-Mar,63.5,6148219000,143733000,3.5,-,0,5
3079,20-Mar,37.1,44653770000,1115780000,24,32.81,1,9
3080,20-Feb,49.3,24368534000,746582000,9,23.4,0,10
3082,20-Jun,15.6,8048544000,-368428000,-,-,0,0
3085,20-Dec,63.8,38634000000,4538000000,24,32.29,9,9
3086,20-Feb,31.2,4.81E+11,40286000000,36,44.21,0,9
3087,20-Feb,80.9,1.31E+11,10289000000,34,24.07,1,10
3088,20-Mar,65.2,5.91E+11,37563000000,70,27.48,4,9
3089,20-Nov,66.4,2329000000,-60000000,25,-,2,4
3091,20-Dec,70.1,17272000000,162000000,10,-,0,9
3092,20-Mar,36.7,1.26E+11,27888000000,30,35.72,1,1
3093,20-Feb,49.1,19123188000,939045000,17,37.29,1,10
3094,20-Feb,9.9,76643373000,-927921000,5,-,0,0
3096,20-Mar,40.3,61999902000,1278178000,12,14.14,0,9
3097,20-Jun,45.3,57960592000,3033589000,95,131.81,9,9
3098,20-Mar,67,4.04E+11,13336000000,92,23.3,2,9
3099,20-Mar,44.3,1.12E+12,15679000000,12,-,0,9
3101,20-Mar,36.4,3.4E+11,22794000000,40,25.78,0,10
3103,20-Mar,18.3,1.2E+11,5467000000,0,-,0,0
3104,20-Mar,64.8,38701000000,4079000000,100,50.42,0,9
3106,20-Mar,53.7,1.43E+11,4541000000,60,34.55,0,0
3107,20-Mar,31.6,9.44E+11,32841000000,160,18.16,6,9
3109,20-Mar,36.8,38037000000,1958000000,40,45.16,0,9
3110,20-Mar,54.2,85722000000,8160000000,45,26.89,0,9
3113,20-Mar,61.1,4064317000,-1660371000,-,-,0,0
3116,20-Mar,37.3,1.37E+12,47785000000,54,42.05,0,0
3121,20-Mar,32.4,2448693000,215636000,1,66.73,1,1
3123,20-Mar,49.6,7601074000,716295000,14,-,0,0
3125,20-Mar,60.9,4077286000,-85940000,15,-,0,0
3131,20-Mar,29.3,44277596000,496108000,45,48.46,0,0
3132,20-Mar,50.2,5.21E+11,14447000000,50,55.83,0,3
3133,20-Mar,-25.1,3977825000,-465138000,-,-,0,0
3134,20-Apr,57.9,11325198000,1744951000,7,9.68,4,5
3135,20-Jun,35.8,10904257000,655813000,-,-,0,1
3137,20-Mar,35.3,3348269000,539883000,3,5.5,0,0
3139,20-Nov,40.4,1.11E+11,2958000000,30,10.48,4,9
3140,20-Jun,43.4,15268000000,746000000,4,30.16,3,7
3141,20-Feb,41.5,8.68E+11,37801000000,25,20.22,5,5
3143,20-Mar,31.2,32685227000,674222000,45,26.66,3,10
3148,20-May,56.6,3.2E+11,17793000000,40,19.09,8,9
3150,20-Mar,59.4,15489683000,2106531000,12,12.93,4,10
3151,20-Mar,31.3,5.63E+11,3556000000,24,27.83,2,3
3153,20-Mar,36,70190000000,2509000000,20,30.92,4,6
3154,20-Jun,19.8,2.1E+11,1100069000,14,32.06,0,1
3156,20-Mar,35.7,3.8E+11,6637000000,80,37.47,2,2
3157,20-Mar,21.8,1.62E+11,1541000000,20,20.72,0,4
3159,20-Jan,29.2,1.76E+11,3454000000,2,8.91,0,1
3160,20-May,28.8,60659503000,400644000,9,51.48,1,1
3161,20-Apr,72.3,9941816000,466040000,20,21.79,1,5
3166,20-Mar,29.2,1.04E+11,2036000000,26,23,9,9
3167,20-Mar,38,1.96E+11,14224000000,28,44.63,0,8
3168,20-Aug,45.1,42752780000,646824000,15,56.15,0,3
3169,20-Jan,38.7,11174999000,816380000,8,6.97,1,1
3171,20-Feb,36.9,1.83E+11,2449000000,35,30.78,0,1
3172,20-Jul,63.6,10577000000,496310000,30,20.24,0,0
3173,20-Mar,35.6,23318797000,682014000,21,54,0,0
3174,20-Aug,21.6,17569283000,101462000,15,-,2,8
3175,20-Mar,14.5,23072412000,45312000,-,-,0,0
3176,20-Sep,64.9,76087314000,4791623000,37.5,35.16,0,0
3177,20-Feb,42.4,8311438000,261672000,90,117.37,0,2
3178,20-Mar,68.2,41107273000,283352000,11.5,-,0,1
3179,20-Mar,47.5,34658950000,1754784000,16,27.79,7,9
3180,20-Apr,54.8,15730000000,730038000,10,14.06,0,5
3181,20-Feb,58.2,4893236000,108850000,5,12.61,1,1
3182,20-Mar,53.7,71040000000,2467254000,-,0,0,3
3183,20-Mar,53.1,64537869000,2649364000,33,49.06,5,5
3184,20-Mar,39.7,27065903000,1117139000,50,15.45,0,6
3185,20-Mar,10.2,7871838000,-71159000,-,-,,
3186,20-Nov,30.1,2.41E+11,6825000000,7,9.54,1,1
3187,20-Sep,44.9,10463390000,49702000,3,-,0,1
3189,20-Aug,50,5659810000,-329875000,3,-,0,5
3190,20-Mar,45.2,21216917000,576067000,10,25.58,0,9
3191,20-Jun,67.3,1.25E+11,9187000000,30.5,16.22,3,3
3192,20-Feb,46.8,5251053000,-46286000,-,-,0,0
3193,20-Jul,28.4,27539624000,983283000,4,-,0,3
3194,20-Feb,30.6,1.33E+11,2797000000,40,23.11,2,4
3195,20-Oct,46.3,12597785000,244431000,-,-,0,1
3198,20-Feb,71.3,40216764000,2549441000,13,45.81,0,0
3199,20-Mar,25.4,1.2E+11,2636950000,17,21.42,4,9
3201,20-Nov,63.8,1.05E+11,9048000000,27,26.54,1,9
3202,20-Mar,19.7,4819101000,407213000,-,-,0,9
3205,20-Mar,37.2,23596000000,-750000000,2.5,-,0,0
3221,20-Mar,72.1,18709080000,2036108000,24,19.7,4,5
3222,20-Feb,54,6.76E+11,9357000000,16,125.43,0,4
3223,20-Feb,29,4929358000,8727000,-,0.11,0,1
3228,20-Aug,32.3,1.15E+11,7964467000,48,24.98,0,6
3231,20-Mar,30.5,6.76E+11,81905000000,80,29.41,8,10
3232,20-Mar,29.4,1.04E+11,5918183000,10,36.93,3,9
3236,20-May,19.8,23674000000,1535000000,2,6.18,0,5
3238,20-Mar,26.8,24110748000,1679857000,12,7.89,5,10
3242,20-Jun,33.2,22018582000,2484724000,20,39.21,1,1
3244,20-Nov,30.7,1.01E+11,17355000000,82,31.42,3,9
3245,20-Sep,54.9,27649000000,2603000000,19,56.89,0,0
3246,20-Jan,42.2,9055069000,624379000,13,78.74,0,0
3248,20-Oct,28.8,3566162000,521721000,28,29.44,0,0
3252,20-Mar,31.8,74187219000,5244670000,55,31.22,0,9
3254,20-Mar,37.1,2.24E+11,32609000000,39,13.97,4,9
3258,20-Mar,26.4,40723000000,9922000000,-,4.47,5,9
3264,20-Sep,38.3,15558000000,1437000000,-,0,0,3
3266,20-Nov,63,1533000000,71000000,1,148,0,5
3267,20-Nov,55.4,3970000000,130000000,-,152.04,1,2
3271,20-Jun,9.4,25702085000,-2025694000,-,-,0,8
3275,20-Mar,65.6,13015893000,1017178000,36,41.26,7,7
3276,20-Dec,47.8,47202000000,2063000000,42,63.07,0,0
3280,20-Feb,24.5,15233000000,720000000,14,20.78,2,3
3284,20-Mar,29.3,85231000000,6692000000,35,623.55,1,1
3286,20-Jun,7.7,13560520000,291831000,16.4,141.33,0,5
3288,20-Sep,41,5.76E+11,62129000000,80,13.57,0,0
3289,20-Mar,23.5,9.63E+11,79312000000,16,29.82,5,5
3291,20-Mar,51.6,1.4E+12,83513000000,62,33.26,5,5
3293,20-Mar,47.6,13555723000,1277058000,70,39.64,1,7
3294,20-Mar,39.8,20464074000,1451320000,38,27.5,0,7
3297,20-May,57.4,6850200000,412654000,30,29.46,2,4
3300,20-Jun,25.5,27414058000,921532000,7.58,51.92,2,7
3306,20-Mar,36,3767619000,-35197000,-,-,0,0
3315,20-Mar,44.4,1.07E+11,1607000000,1,3117.86,0,3
3316,20-Mar,57.7,8790414000,565307000,19,30.43,4,4
3317,20-Mar,60.7,7031646000,105670000,20,47.21,0,0
3320,20-Jan,47.9,58493000000,521000000,12,9.32,1,4
3321,20-May,64.7,33859759000,759161000,25,47.76,2,2
3322,20-Mar,51,19883785000,455845000,7.5,7.16,0,0
3323,20-Sep,49.8,8739202000,-345258000,2,64.94,2,5
3326,20-Jun,19.8,6958810000,-83527000,-,-,1,9
3328,20-Sep,48.3,25872790000,3376051000,20,11.36,1,1
3329,20-Apr,76.1,10230110000,112898000,9,-,1,1
3333,20-Feb,74.4,59852686000,4006142000,18,18.46,0,10
3341,20-Mar,25.4,2.69E+11,7593000000,25,11.18,0,1
3344,20-Mar,24.5,61207912000,1277658000,-,0,0,1
3347,20-Mar,23.6,20140570000,1447708000,4,25.82,1,8
3349,20-May,45.5,6.84E+11,29094000000,55,9.69,9,9
3352,20-Mar,76.5,9067687000,439985000,40,27.9,1,1
3353,20-Feb,38.8,32042454000,1204829000,85,19.01,0,9
3356,20-Mar,53.9,4051350000,263789000,5,38.19,0,0
3358,20-Mar,41.3,1484498000,-115405000,-,-,0,1
3359,20-Sep,53.3,7860026000,288892000,4,16.77,2,5
3360,20-Mar,33,4.84E+11,18794000000,75,28.25,3,9
3361,20-Apr,65.5,23016985000,1421031000,15,29.85,0,9
3370,20-Mar,0.6,4628193000,-7370000,-,-,0,7
3371,20-Mar,57,23811484000,2379965000,20,18.21,0,7
3374,20-Mar,35.8,23825589000,547969000,29,30.75,0,6
3375,20-Mar,42.3,8452233000,222056000,35,29.34,0,1
3376,20-Aug,70.5,5348221000,30200000,7,149.06,0,0
3377,20-Nov,59.8,22349000000,707000000,7.5,10.58,0,3
3382,20-Feb,43.4,6.64E+12,4.24E+11,98.5,38.52,2,10
3387,20-Feb,10.8,1.39E+11,3483000000,3,92.95,0,0
3388,20-Mar,51.4,80408263000,3915653000,72,29.9,2,7
3391,20-May,56.4,8.41E+11,45013000000,167,25.83,9,9
3392,20-Mar,36.7,40413389000,571677000,5,32.7,0,0
3393,20-Mar,59.4,12778643000,732820000,9,41,0,0
3395,20-Mar,81.6,68908637000,4161520000,62,88.86,0,9
3396,20-Feb,55.2,28607000000,304000000,5,9.32,0,3
3397,20-Mar,21.6,1.56E+11,4367000000,6.25,3.27,0,0
3399,20-Jan,28.5,14106647000,611685000,16,12.41,1,7
3401,20-Mar,39.3,8.54E+11,56205000000,60,53.17,0,0
3402,20-Mar,40.8,2.09E+12,1.31E+11,16,30.41,5,9
3407,20-Mar,48.2,2.15E+12,1.77E+11,34,46.88,0,9
3408,20-Mar,66.6,27561822000,2123846000,65,14.82,4,9
3409,20-Mar,35.1,590000000,-59784000,-,-,0,9
3415,20-Feb,55.3,15247308000,1295014000,-,-,0,3
3417,20-Mar,18.9,2.77E+11,2240000000,19,10.61,3,3
3418,20-Jul,20.5,9433679000,-893388000,7.5,-,0,2
3420,20-Mar,64.1,28459165000,2983238000,70,17.49,0,6
3421,20-Jul,72.4,34575860000,1891401000,26,33.62,0,9
3423,20-Mar,37.6,22839221000,1064790000,10,110.64,2,2
3424,20-Mar,74.4,5186126000,386635000,10,28.9,0,0
3426,20-Jun,76.9,10394001000,680890000,35,28.93,1,4
3431,20-Mar,43.8,63841859000,5241030000,80,15.6,1,9
3433,20-Mar,65.9,37896000000,6550000000,25,37.94,0,0
3434,20-Mar,44.8,60195000000,1811000000,40,-,0,7
3435,20-Mar,72.5,18490912000,1508525000,26,19.46,5,5
3437,20-Mar,57.5,10643590000,880230000,37.5,9.6,1,9
3439,20-Jun,55.2,12468302000,16123000,13,-,0,3
3440,20-Aug,76.3,8389713000,741662000,25,36.14,0,2
3441,20-Jul,41.6,7947099000,179144000,5,13.42,,
3443,20-Mar,43,1.27E+11,6759000000,80,9.07,1,7
3444,20-Apr,71,5365546000,-232583000,10,-,1,4
3446,20-Jun,93.7,1027480000,5980000,-,-,0,0
3447,20-Mar,63.6,17081549000,2210144000,44,41.95,1,1
3454,20-Nov,24.7,15642000000,2541000000,24,12.72,2,2
3457,20-Jun,21.3,32878618000,1893000000,19,69.82,3,3
3458,20-Jul,28.5,41194446000,4228747000,22,20.18,5,6
3461,20-Sep,41,4547082000,322018000,8,23.19,2,2
3464,20-Mar,24.5,22674834000,1903682000,25,15.58,3,4
3465,20-Mar,20,1.21E+11,6425684000,76,33.35,4,4
3467,20-Mar,22.6,18153802000,705717000,18,32.09,0,0
3469,20-Jun,48.9,7254108000,426252000,11,14.37,1,3
3475,20-Oct,32.4,26323011000,2829209000,34,18.51,3,4
3477,20-Mar,48.6,9630485000,331321000,30,28.58,0,0
3480,20-Oct,42.7,48058282000,4338343000,34,9.55,0,0
3484,20-Mar,24.9,9985386000,785048000,9,22.11,1,1
3489,20-Mar,31.8,17105507000,1035091000,30,27.25,0,0
3490,20-Feb,22.1,5509480000,85311000,-,-,0,3
3491,20-Oct,38.6,63070000000,1888000000,-,-,0,3
3494,20-Sep,23.7,3769291000,611445000,30,18.19,0,1
3495,20-Sep,36.1,7535873000,561371000,48,14.91,2,6
3496,20-Sep,50.3,3814072000,224488000,-,-,0,0
3497,20-Jul,9.8,26703707000,1780463000,6,14.36,0,0
3498,20-Aug,45.7,8008967000,326583000,20,40.96,0,0
3501,20-May,32.5,91512000000,1557000000,50,329.58,0,5
3512,20-Mar,74,10841934000,428264000,13,59.69,0,1
3513,20-Mar,73.2,11945000000,418988000,60,79.64,0,9
3515,20-Mar,69.5,8519532000,-167709000,5,-,1,6
3521,20-Mar,74.7,1685264000,319647000,-,-,0,9
3524,20-Apr,28.2,18347717000,748533000,50,45.92,0,8
3526,20-Mar,35,58295000000,599000000,25,13.15,2,9
3528,20-Mar,49.9,6731412000,-1281138000,1,1.01,0,0
3529,20-Mar,84,19621000000,-461000000,15,-,0,9
3536,20-Aug,10.9,12488896000,421042000,2,6.1,0,1
3537,20-Mar,54.2,17733944000,128154000,18,25.17,0,3
3538,20-Jun,36.8,35068288000,1160765000,14,16.2,3,3
3539,20-Jul,59,1.27E+11,6717000000,35,21.87,0,1
3541,20-Aug,36.8,3473364000,36872000,-,-,0,3
3542,20-Mar,61.7,13570000000,116448000,-,-,0,2
3543,20-Feb,33.7,31219000000,7878000000,51,42.53,0,2
3544,20-May,22.4,89304000000,820000000,28,111.3,0,1
3546,20-Feb,25.5,1.38E+11,3347533000,26,43.4,0,3
3547,20-Nov,23.3,8706000000,-40000000,10,-,1,1
3548,20-Feb,52.8,65880000000,4604000000,38,48.45,0,3
3549,20-May,38.8,3E+11,16359000000,20,4.82,2,2
3550,20-Feb,81.7,4142804000,788043000,5,11.66,1,2
3551,20-Mar,35.8,40866115000,1044835000,30,29.19,0,8
3553,20-Mar,63.1,42926000000,2052000000,32,61.32,0,3
3557,20-Feb,30,8004683000,148946000,-,-,0,2
3558,20-Feb,62.5,8576462000,-83494000,-,-,0,0
3559,20-Mar,78,2133338000,247106000,5,20.01,0,0
3560,20-Aug,71.6,5309209000,83639000,45,68.69,0,6
3561,20-Mar,24.7,29106954000,697625000,4,-,3,3
3562,20-Feb,51.7,8818067000,361211000,15,34.89,2,4
3563,20-Sep,21.4,2.05E+11,12061000000,15,40.42,0,0
3564,20-Mar,34.8,1.89E+11,10010000000,50,49.87,0,3
3565,20-Jan,61.4,5932856000,456170000,3.5,14.24,0,2
3566,20-Dec,69.7,4968000000,322000000,10,11.13,0,4
3569,20-Mar,62,1.2E+11,10502000000,36,24.79,1,9
3571,20-Mar,84,11219207000,193294000,35,-,0,0
3577,20-Mar,44.2,14010280000,617726000,20,-,0,0
3580,20-Mar,75.5,36525000000,1612000000,15,46.91,1,6
3583,20-Mar,55.9,5140916000,218426000,15,32.86,0,3
3591,20-Mar,74,1.87E+11,6632000000,60,141.3,0,4
3593,20-Mar,88,37232000000,5307000000,66,35.87,7,7
3597,20-Jun,83.7,18467308000,1847324000,300,53.92,0,4
3598,20-Mar,43.3,15355992000,94950000,-,36.88,0,0
3600,20-Mar,79,6050454000,42988000,62.5,-,0,7
3604,20-Mar,25.1,25091859000,232196000,6,9.11,2,3
3607,20-Aug,21.6,8272181000,-2311174000,8,-,1,4
3608,20-Feb,59.2,1.7E+11,70000000,17.5,76.57,0,8
3611,20-Mar,50.7,57112000000,2603000000,40,42.47,0,0
3612,20-Mar,31.1,2.36E+11,12359000000,53,32.04,2,6
3622,20-Mar,67.7,5465836000,-77592000,3.25,-,0,10
3625,20-Jun,69.1,6311505000,219377000,5,-,1,5
3626,20-Mar,63.3,4.44E+11,44839000000,30,23.01,0,0
3627,20-Feb,57.5,10815726000,875519000,3,3.7,2,2
3628,20-Jun,64.4,2782477000,262965000,12,14.04,0,6
3630,20-Dec,32.6,45752000000,2836000000,28,14.31,6,9
3632,20-Jun,89.3,62665000000,3162000000,10,84.98,0,0
3633,20-Dec,30.6,11014000000,927000000,81,40.88,2,2
3634,20-Mar,81.4,1227895000,21212000,3,42.77,0,5
3635,20-Mar,82.5,42645000000,14102000000,61,45.42,10,10
3636,20-Sep,56,92020000000,6231000000,135,23.14,7,8
3639,20-Jun,75.8,6587274000,-86286000,-,-,0,1
3640,20-Mar,40.2,14869947000,300962000,35,74.53,0,2
3641,20-Mar,57.6,23347000000,1532000000,10,10.55,0,9
3645,20-May,57.4,2917867000,106378000,1.5,13.58,0,2
3646,20-Mar,84,2864585000,339119000,20,468.17,0,9
3647,20-Aug,54,4570056000,52888000,-,92.23,0,0
3648,20-Mar,72.4,19942445000,714745000,11,41.19,0,7
3652,20-Mar,92.2,1328494000,82676000,-,-,0,1
3653,20-Oct,94.6,2073000000,-143535000,-,-,0,7
3655,20-Jun,80.8,6621348000,1061096000,-,-,0,3
3657,20-Jan,80.1,26120452000,3531211000,12,23.29,2,9
3658,20-Mar,42,21281385000,793282000,-,-,0,8
3661,20-Mar,43.2,11061851000,729677000,22,42.22,0,7
3662,20-Jul,72.5,31739000000,1273000000,16,-,0,0
3665,20-Jan,83.4,6097281000,2692574000,7,15.64,1,4
3666,20-Mar,72.6,7677818000,282450000,12,241.98,0,0
3668,20-Sep,88.3,45128000000,12250000000,25,27.17,0,1
3670,20-Feb,63.6,5583318000,247240000,55,34.59,0,3
3671,20-Dec,39.7,4023000000,445000000,12,21.41,2,4
3672,20-Sep,68,5949016000,-292286000,-,-,0,5
3674,20-Sep,60.5,7874480000,820884000,-,-,0,4
3676,20-Mar,46.3,21138200000,1394065000,14,37.4,1,5
3677,20-Sep,67.7,12771273000,1489101000,16,32.23,6,9
3678,20-Feb,17,65860000000,1853000000,13,14.59,1,5
3679,20-Mar,72.6,13199000000,3806000000,3,7.53,1,6
3682,20-Mar,83.9,1928853000,162569000,18,148.95,1,4
3687,20-Sep,42.1,5764630000,1184296000,6,37.08,8,8
3689,20-Sep,54.4,5683451000,-232129000,-,-,0,1
3690,20-Sep,46.4,2618633000,276952000,4,0,0,1
3692,20-Mar,62.9,1602027000,341130000,-,0,0,5
3694,20-Mar,64.5,6728792000,256981000,-,-,0,4
3697,20-Aug,53,28712177000,2353376000,-,-,0,3
3698,20-Sep,69.9,2349739000,457180000,-,-,0,5
3708,20-Mar,53.5,80603000000,2870000000,75,28.18,1,1
3710,20-Sep,87.4,3474000000,198000000,6,128.5,0,9
3712,20-Sep,76.6,3035506000,1116673000,80,34.66,6,9
3723,20-Sep,88.8,2496586000,1349985000,12,14.09,3,4
3726,20-Sep,32.7,1967541000,-397831000,-,-,0,9
3733,20-Oct,84.9,20499889000,3352187000,85,20.86,0,0
3738,20-Mar,30.4,4.74E+11,13726000000,75,33.54,0,9
3741,20-Mar,83.2,6343928000,930591000,73,35.72,3,7
3744,20-Dec,21.9,14841000000,236000000,10,13.98,1,4
3747,20-Sep,63.9,2195658000,19348000,-,-,,
3750,20-Mar,24.6,1180408000,-129159000,10,42.03,2,9
3751,20-Mar,14.2,97887000000,2456000000,10,13.76,0,2
3753,20-Mar,31.1,4517542000,542872000,-,-,0,2
3760,20-May,68,1678933000,-271831000,-,-,,
3762,20-Mar,46.1,28553244000,3028303000,15,38.39,5,10
3763,20-Mar,83.2,5052786000,1470085000,45,51.1,4,10
3766,20-Mar,69.5,8350606000,-276799000,13,-,0,2
3768,20-Mar,82.1,3150052000,507088000,20,21.37,9,9
3769,20-Sep,16.5,33046404000,10388667000,52,34.73,9,9
3770,20-Apr,95.4,3789027000,44686000,-,-,0,1
3771,20-Mar,58.8,16250973000,1723049000,50,20.26,1,1
3772,20-Mar,34.8,13220816000,2708359000,20,6.82,2,8
3773,20-Mar,88.3,4747341000,695444000,-,-,0,2
3774,20-Mar,38.3,2.04E+11,8225172000,13.5,30.38,0,5
3778,20-Mar,25.5,21908899000,939206000,2.5,56.97,0,10
3779,20-Mar,66.5,1267315000,51720000,-,-,0,1
3787,20-Mar,96.9,524030000,-176031000,-,-,0,6
3791,20-May,44.3,9062984000,282947000,5,-,0,4
3793,20-Mar,32.9,10150166000,617072000,-,-,,
3796,20-Mar,81,2123813000,123042000,5,47.45,0,5
3798,20-Mar,78.9,6387867000,1331844000,26,19.43,9,9
3799,20-Mar,68.3,18428343000,433992000,12,29.36,2,4
3800,20-Mar,74.9,10138223000,1073196000,62,53.62,2,3
3802,20-Mar,76.9,1305905000,135350000,10,13.07,0,5
3804,20-Oct,65.2,3854536000,727322000,14,12.71,4,9
3810,20-May,80.3,12997762000,639200000,10,14.81,0,9
3814,20-Sep,2,1291206000,-508257000,-,-,1,1
3816,20-Jul,81.9,2766569000,455076000,15.83,17.89,0,8
3817,20-Mar,57.4,43642000000,4948000000,110,-,0,5
3823,20-Aug,58.5,1147162000,-431857000,-,-,0,4
3826,20-Feb,68.9,4554211000,661225000,13,38.65,2,2
3834,20-Mar,87.5,10265000000,1606000000,18.5,44.96,1,10
3835,20-Mar,89.9,4441416000,1291914000,5.95,26.17,0,0
3836,20-Jun,61.1,15691533000,2278690000,9,18.32,0,0
3837,20-Mar,58.3,13315368000,1213977000,32,33.26,10,10
3839,20-Mar,74.7,5151966000,523805000,10,22.42,0,6
3840,20-Mar,61.8,2483937000,-546216000,-,-,0,4
3841,20-Mar,84.3,1893913000,130094000,20,41.35,0,7
3842,20-Mar,45.7,3878513000,-574073000,-,-,0,4
3843,20-Apr,19,55295010000,2587802000,7,-,0,6
3844,20-Mar,75.8,20932344000,2833548000,29,50.53,0,0
3845,20-Mar,33,1666492000,-235911000,-,-,,
3847,20-Mar,58.9,10813200000,815689000,120,30.77,5,8
3848,20-Mar,82.5,2148633000,365694000,43,42.84,3,3
3850,20-Mar,62.8,6915347000,720796000,25,20.73,5,5
3851,20-Mar,70.1,3331121000,460116000,4,7.51,1,9
3852,20-Dec,56.5,13672000000,827000000,18,24.84,2,8
3853,20-Mar,58.6,2676744000,-262052000,4,-,0,0
3854,20-Jul,49,12679627000,1700135000,15,25.22,0,0
3856,20-Jun,14.2,6678034000,361577000,17,41.54,0,5
3857,20-Mar,53.4,40466000000,1767009000,24,54.89,0,0
3858,20-Mar,85.8,2346683000,35484000,-,-,0,0
3861,20-Mar,36.7,1.51E+12,1.06E+11,14,22.14,1,9
3863,20-Mar,27.5,1.04E+12,35048000000,40,32.58,0,0
3864,20-Mar,28.5,1.95E+11,1976000000,5,27.84,0,9
3865,20-Mar,52.3,2.65E+11,11208000000,12,28.1,0,9
3877,20-Mar,40.1,95140000000,2057000000,50,72.58,0,6
3878,20-Mar,20.6,30995000000,-64000000,-,50,0,4
3880,20-Mar,26.1,5.46E+11,30628000000,13.5,8.18,0,9
3891,20-Mar,66,13099452000,995046000,20,31.12,1,9
3892,20-May,68,10032377000,1350975000,15,7.14,1,9
3895,20-Mar,53.9,12869820000,943346000,18,22.06,2,2
3896,20-Mar,28.2,15353164000,246859000,-,-,0,2
3900,20-Sep,61.2,8728350000,-298359000,-,-,0,0
